,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
9,"('dictionary', 0.008944259382559843)","('forms', 0.013908649213337143)","('http', 0.009116353029548248)","('sorting', 0.04241561361390584)","('image', 0.010813408688406296)","('beautifulsoup', 0.016333183711643856)","('variables', 0.015349574703575716)","('image', 0.02328453733745881)","('unicode', 0.03775499026602483)","('regex', 0.01921984807470739)","('tuples', 0.02008685905255087)",2011
10,"('windows', 0.008819853649387453)","('html', 0.01389797418657478)","('jquery', 0.008704725473337626)","('performance', 0.03971856202342983)","('macos', 0.010525402675845745)","('php', 0.01488824156864621)","('c++', 0.014709312580101476)","('unicode', 0.022463417094618257)","('pyqt', 0.03698180929769407)","('pygtk', 0.018507898173785245)","('sorting', 0.020064334211047467)",2011
11,"('django-models', 0.00837786329049513)","('templates', 0.013305034923230485)","('django-templates', 0.008624118441296973)","('python-3.x', 0.03465575669411775)","('optimization', 0.010067164936635307)","('file', 0.013869242568371435)","('tkinter', 0.01327135195488895)","('qt', 0.021854247854458622)","('sockets', 0.03611779942418421)","('virtualenv', 0.017493052988230347)","('class', 0.018953200140922083)",2011
12,"('linux', 0.008251187292672041)","('javascript', 0.013167347553109781)","('flask', 0.008218956311256204)","('algorithm', 0.022662549617217503)","('opencv', 0.009539407347314663)","('lxml', 0.011166445921965272)","('datetime', 0.010861872141317785)","('pyqt4', 0.021760043337847493)","('java', 0.03388165824501334)","('ubuntu', 0.016558912877199003)","('java', 0.016527700295876892)",2011
13,"('c++', 0.007341736285913454)","('apache', 0.01085226078128617)","('unit-testing', 0.007633291696271984)","('loops', 0.022389040954713033)","('ctypes', 0.009291768490477387)","('search', 0.009292265971980853)","('encoding', 0.009098743686215703)","('subprocess', 0.02166553833681678)","('macos', 0.03309601827215625)","('file', 0.016350608074356635)","('algorithm', 0.014072761320366825)",2011
14,"('mysql', 0.007137734495321416)","('sql', 0.010030261424997078)","('unicode', 0.0056165207330536645)","('file', 0.021113067497336914)","('multiprocessing', 0.00798802611345821)","('javascript', 0.008921565954422058)","('arrays', 0.00895184405629236)","('user-interface', 0.020201953480459275)","('mysql', 0.030212247787028638)","('shell', 0.015833216697728032)","('optimization', 0.013342686373806485)",2011
15,"('tkinter', 0.006663486072938783)","('mod-wsgi', 0.009617226526259855)","('xml', 0.004381834595659605)","('function', 0.020210073861062338)","('google-app-engine', 0.007205498712884004)","('scipy', 0.00807544193194746)","('mysql', 0.00842657543865945)","('dictionary', 0.01844541290281477)","('multiprocessing', 0.025927135738658885)","('php', 0.014113853252090108)","('loops', 0.011738117152501965)",2011
16,"('multithreading', 0.006525629060560125)","('jquery', 0.009458079531030446)","('regex', 0.004138954338549231)","('for-loop', 0.015503207081923341)","('c++', 0.006057867407385509)","('text', 0.00632767493370597)","('ctypes', 0.007681583111188828)","('sockets', 0.01703014419735878)","('ctypes', 0.022332350486649125)","('ctypes', 0.013691611000528708)","('mysql', 0.010817291286623096)",2011
17,"('java', 0.006159910278350784)","('postgresql', 0.009036831453543635)","('database', 0.00380066900372695)","('csv', 0.015359737895479947)","('django', 0.004891816879057308)","('java', 0.005897814629197181)","('multithreading', 0.00636849356767352)","('c++', 0.016483278426081563)","('performance', 0.022209558793202116)","('gtk', 0.012997352655865895)","('parsing', 0.00933367006210592)",2011
18,"('macos', 0.006089793048797828)","('ajax', 0.007793792028448611)","('ajax', 0.003791229829295612)","('parsing', 0.013383499007146344)","('java', 0.004744909310362481)","('linux', 0.005571673397718003)","('search', 0.0060641576954747495)","('module', 0.012322831660054864)","('import', 0.02147906058995012)","('bash', 0.012909784999745363)","('unicode', 0.008876214059516458)",2011
19,"('sqlalchemy', 0.005936427755042958)","('unit-testing', 0.0077508001151634105)","('php', 0.003065478519668728)","('optimization', 0.01295023208766099)","('windows', 0.004570950585413232)","('urllib', 0.00514503022427411)","('json', 0.005866458426898758)","('ubuntu', 0.012075585477268743)","('module', 0.02136921221999655)","('mysql', 0.012160515774918751)","('performance', 0.008438057470472332)",2011
20,"('wxpython', 0.005918109790041655)","('json', 0.007499845259758656)","('logging', 0.0030341141372410827)","('search', 0.011906525659873464)","('wxpython', 0.004125836746112618)","('email', 0.004985564704418992)","('google-app-engine', 0.005128656389779036)","('pygtk', 0.011104731623020322)","('class', 0.019485908905860216)","('twisted', 0.009244762231409622)","('xml', 0.006831128732274719)",2011
21,"('xml', 0.005653051829210884)","('facebook', 0.006771211058549601)","('python-2.7', 0.0029543896940606193)","('variables', 0.011108828823706916)","('multithreading', 0.003954982532588772)","('ruby', 0.004779138122660583)","('qt', 0.00502409772249189)","('import', 0.01045040082475377)","('qt', 0.018826753279496095)","('ruby', 0.008906553315486522)","('macos', 0.00653521660305823)",2011
22,"('html', 0.005619746973684694)","('mongodb', 0.004729147980175091)","('django-forms', 0.00286188464150798)","('class', 0.008997966620860588)","('pip', 0.0029418482952945544)","('datetime', 0.004552982845757801)","('module', 0.0049667686972691884)","('virtualenv', 0.01017344380633635)","('pyqt4', 0.018397204597769123)","('python-imaging-library', 0.008089960337533033)","('search', 0.006145820014126227)",2011
23,"('pyqt', 0.005232858961877252)","('email', 0.004399505205871638)","('eclipse', 0.00275362867756384)","('unicode', 0.008580618806346738)","('ubuntu', 0.0028919848035823003)","('variables', 0.004547342095394953)","('matplotlib', 0.004834846488787663)","('multiprocessing', 0.010157564370676836)","('xml', 0.01828762291398661)","('sockets', 0.007474933206955199)","('scipy', 0.005086272099446842)",2011
24,"('javascript', 0.005049037627735404)","('logging', 0.004209420969160519)","('csv', 0.002704542604803939)","('google-app-engine', 0.008085868214011725)","('mysql', 0.0027856039121208426)","('encoding', 0.004484633036482936)","('shell', 0.004751516085883766)","('mysql', 0.010085832475738158)","('shell', 0.016781922699229727)","('perl', 0.0074501022452697335)","('php', 0.004345813463482248)",2011
25,"('php', 0.004789220288878762)","('virtualenv', 0.004114474606458808)","('pydev', 0.00265508056575831)","('image-processing', 0.007586398568343958)","('pygame', 0.002523081603511046)","('csv', 0.00435664109690119)","('http', 0.004736298065524964)","('pydev', 0.009858535663916625)","('arrays', 0.016523717777441493)","('qt', 0.007376924756319129)","('templates', 0.004173343254542638)",2011
26,"('subprocess', 0.004742784731212858)","('python-imaging-library', 0.003925401319063143)","('urllib', 0.002646486382653629)","('python-2.7', 0.007562267814206548)","('pyqt', 0.0021176036732573895)","('algorithm', 0.004166261986527293)","('macos', 0.004225289426441712)","('gtk', 0.008980550923525541)","('file', 0.016068356495727444)","('apache', 0.007320457285720047)","('multithreading', 0.003781006782058158)",2011
27,"('unicode', 0.004670297283451075)","('datetime', 0.0037189203233877538)","('wsgi', 0.0025713677969999645)","('json', 0.007458376764866282)","('module', 0.002060260955062132)","('windows', 0.004114691252459275)","('templates', 0.004195675952964018)","('csv', 0.008483733429241413)","('urllib', 0.014422363956426714)","('opencv', 0.007102848802893413)","('facebook', 0.0035222057631468006)",2011
28,"('sockets', 0.004343793369332511)","('wsgi', 0.003572148355273871)","('python-imaging-library', 0.002513700928807288)","('xml', 0.006644630017793677)","('import', 0.0020396232308625166)","('arrays', 0.004015483863500813)","('pygtk', 0.004193261861089903)","('class', 0.00837010865487993)","('python-2.7', 0.014388086781355256)","('pyqt', 0.006102694994063143)","('encoding', 0.003433654533650788)",2011
29,"('parsing', 0.004314684316387152)","('sqlite', 0.003497619738253301)","('api', 0.0023316007695309837)","('c++', 0.006549055213010135)","('sql', 0.0020002556325137296)","('c#', 0.0038928449992973735)","('import', 0.003958985574086917)","('html', 0.008254355632318574)","('html', 0.014096751081654289)","('mod-wsgi', 0.005498119072724788)","('datetime', 0.002927454922010131)",2011
30,"('database', 0.0042755418312169875)","('php', 0.00313811474656214)","('encoding', 0.002307642429316028)","('django', 0.006426180467624669)","('sqlite', 0.00197622691059409)","('file-io', 0.0037933106368988117)","('linux', 0.0036786540934199297)","('shell', 0.007915183680311117)","('php', 0.013900144677675173)","('c#', 0.0043688061340543)","('oop', 0.0026262282366916363)",2011
31,"('file', 0.004239089466261813)","('http', 0.002997780066744967)","('forms', 0.0022725199376031503)","('math', 0.005689246441852728)","('pyqt4', 0.001313253585046985)","('matplotlib', 0.003273945282667259)","('subprocess', 0.0036173316814851935)","('datetime', 0.00789936129993174)","('exception', 0.013043544972155886)","('pip', 0.0039551371222322825)","('sql', 0.0025306244110188548)",2011
32,"('scipy', 0.004171751121744979)","('performance', 0.00217300172013056)","('debugging', 0.0022629981715783913)","('file-io', 0.005571019300598515)","('virtualenv', 0.0012256508038495813)","('sqlite', 0.0029101321546482805)","('bash', 0.003604869335908041)","('python-2.7', 0.007848337957002516)","('user-interface', 0.01273084717859987)","('eclipse', 0.003611359967964591)","('file-io', 0.002211678863138302)",2011
33,"('algorithm', 0.004151686974807352)","('api', 0.002114765057025144)","('import', 0.0020361957673365825)","('wxpython', 0.005570379488219171)","('python-2.7', 0.001103398545264174)","('bash', 0.002584998996178367)","('html', 0.0033288132552766535)","('eclipse', 0.007748728731341171)","('sqlalchemy', 0.012672342951359009)","('cgi', 0.0025232238079802294)","('ubuntu', 0.002174130986224046)",2011
34,"('class', 0.004148695039842283)","('unicode', 0.0020842398723385333)","('performance', 0.0017174470933088285)","('exception', 0.005146167155653011)","('debugging', 0.0010010766280711667)","('logging', 0.002561605416521884)","('pyqt', 0.0031873927166080496)","('python-imaging-library', 0.007609450951891493)","('ubuntu', 0.012339132049415297)","('numpy', 0.0024853616431794842)","('virtualenv', 0.002098473413518263)",2011
35,"('arrays', 0.0039693128059309375)","('ubuntu', 0.0018668908768747806)","('urllib2', 0.001677891178196949)","('text', 0.005004995249919909)","('postgresql', 0.0009019737455221985)","('templates', 0.0022415951465580217)","('loops', 0.0030639786307168244)","('urllib', 0.0070131062349766335)","('pygtk', 0.01168951984495252)","('arrays', 0.002469751711208501)","('for-loop', 0.0019541810083989987)",2011
36,"('performance', 0.003963805519598812)","('pydev', 0.0015862917474890514)","('sqlite', 0.001440973689071534)","('image', 0.004710103996709228)","('database', 0.000882288552239497)","('apache', 0.002238143820849303)","('pyqt4', 0.0029966403344205274)","('file', 0.006443115633254691)","('virtualenv', 0.01164830604752099)","('image-processing', 0.002240835140127278)","('bash', 0.0018910822699468623)",2011
37,"('twisted', 0.003919042892280955)","('pip', 0.0015443684307960746)","('pyramid', 0.0012839091147557908)","('python-imaging-library', 0.00424445764021647)","('django-models', 0.0008287689811507662)","('multithreading', 0.0020840881394153096)","('file-io', 0.0025081307195562908)","('exception', 0.006423559408177482)","('pydev', 0.011551704837083135)","('flask', 0.001734786408022897)","('inheritance', 0.001828735892834655)",2011
38,"('pygtk', 0.0038692969341752176)","('macos', 0.0014981432618077692)","('beautifulsoup', 0.0012028120550956565)","('ctypes', 0.0038636449195435835)","('tkinter', 0.0008068096837112373)","('mechanize', 0.0019062462707485686)","('sqlite', 0.002493586720841883)","('xml', 0.00616615340664041)","('apache', 0.011271416743494293)","('pyqt4', 0.0016879913003440775)","('logging', 0.0017937128905773612)",2011
39,"('import', 0.0038052929226664142)","('inheritance', 0.0013931774416665686)","('templates', 0.0011627623064588693)","('java', 0.0037316122034042466)","('google-cloud-datastore', 0.0006177740477658751)","('python-2.7', 0.0018461775065198467)","('sockets', 0.0024576730991456167)","('logging', 0.006110364143440275)","('file-io', 0.010401308099816304)","('image', 0.0016594668929516138)","('ruby', 0.0017447868530293034)",2011
40,"('unit-testing', 0.0036576187650924456)","('import', 0.0013840029804136813)","('pylons', 0.0011063062083904438)","('html', 0.0034626060429624435)","('shell', 0.0005020254448150835)","('urllib2', 0.0018434306384931762)","('user-interface', 0.002416988528779815)","('bash', 0.005904642293170725)","('json', 0.01016662953441528)","('pygame', 0.0015963319048057675)","('shell', 0.001633269461196045)",2011
41,"('json', 0.003595489934559037)","('eclipse', 0.0013759027335007183)","('optimization', 0.0008850570587174056)","('opencv', 0.002787811325178525)","('unit-testing', 0.0004766494259096778)","('http', 0.0015198828145781983)","('django-templates', 0.002395757036494111)","('java', 0.00583557824577555)","('gtk', 0.009923799039293314)","('mongodb', 0.0012949663653188499)","('mongodb', 0.0015504028076550394)",2011
42,"('sqlite', 0.003440445892916657)","('debugging', 0.0012586087493635626)","('datetime', 0.000876592501872862)","('datetime', 0.0025530692665193437)","('qt', 0.00040277486112301806)","('math', 0.0014905029491049794)","('gtk', 0.0023869957025051355)","('ctypes', 0.00557598274683719)","('bash', 0.009673948632215462)","('logging', 0.0004703638322609198)","('urllib2', 0.0012382122800153363)",2011
43,"('function', 0.0033292009920713366)","('encoding', 0.0012307729454497263)","('file', 0.000833525217260807)","('multiprocessing', 0.0024712188641360486)","('c#', 0.00031509160527642965)","('json', 0.0013475687327477867)","('math', 0.002312924599702752)","('file-io', 0.005528715543428755)","('function', 0.00963761717148502)","('urllib2', 0.00046220554649693303)","('database', 0.001011390735151052)",2011
44,"('module', 0.003325348848353647)","('google-cloud-datastore', 0.0011840538365506402)","('user-interface', 0.0006308614936889489)","('import', 0.002205986395865639)","('pydev', 0.00030533794392907676)","('ctypes', 0.001345927091489724)","('django', 0.0018725458669893592)","('apache', 0.005450345744165281)","('eclipse', 0.00958129025448879)","('api', 0.0003412610671323091)","('eclipse', 0.0009034231413452623)",2011
